oneid,choice,profit,ave_other,size,whichgroup,round,rematching,time,lag_ave_other,ave_profit,cum_mean_others
38692,85,7147,78,3,1,9,randomly,2020-11-26T18:49:26Z,55,3921.1470588235293,55.357142857142854
38692,80,5938,69,3,1,11,randomly,2020-11-26T18:53:20Z,58,3921.1470588235293,55.6875
38692,80,2100,50,3,2,12,randomly,2020-11-26T18:55:29Z,69,3921.1470588235293,57.166666666666664
38692,80,5250,65,3,1,13,randomly,2020-11-26T18:57:29Z,50,3921.1470588235293,56.45
38692,80,5068,64,3,1,14,randomly,2020-11-26T18:59:21Z,65,3921.1470588235293,57.22727272727273
38692,80,3575.5,56.5,3,3,15,randomly,2020-11-26T19:01:38Z,64,3921.1470588235293,57.791666666666664
38692,80,4300,60,3,2,16,randomly,2020-11-26T19:03:33Z,56.5,3921.1470588235293,57.69230769230769
38692,80,3787.5,57.5,3,1,17,randomly,2020-11-26T19:05:28Z,60,3921.1470588235293,57.857142857142854
38692,80,4882,63,3,3,18,randomly,2020-11-26T19:07:29Z,57.5,3921.1470588235293,57.833333333333336
38692,75,3303,56,3,3,19,randomly,2020-11-26T19:09:25Z,63,3921.1470588235293,58.15625
38692,50,1025.5,53.5,3,2,20,randomly,2020-11-26T19:11:38Z,56,3921.1470588235293,58.029411764705884
43777,59,8239,85,3,2,3,assortatively,2020-11-26T18:37:37Z,57.5,4394.35294117647,57.5
43777,80,2687.5,52.5,3,0,4,assortatively,2020-11-26T18:39:36Z,85,4394.35294117647,71.25
43777,66,5017.5,65.5,3,2,5,assortatively,2020-11-26T18:41:28Z,52.5,4394.35294117647,65
43777,60,3619.5,60.5,3,1,6,assortatively,2020-11-26T18:43:33Z,65.5,4394.35294117647,65.125
43777,63,3553.5,59.5,3,0,7,assortatively,2020-11-26T18:45:31Z,60.5,4394.35294117647,64.2
43777,58,3618,61,3,1,8,assortatively,2020-11-26T18:47:15Z,59.5,4394.35294117647,63.416666666666664
43777,59,1647,53,3,0,9,assortatively,2020-11-26T18:49:47Z,61,4394.35294117647,63.07142857142857
43777,54,1794,55,3,1,10,assortatively,2020-11-26T18:51:39Z,53,4394.35294117647,61.8125
43777,56,4660,66,3,0,11,assortatively,2020-11-26T18:53:34Z,55,4394.35294117647,61.05555555555556
43777,81,4017.5,58.5,3,0,12,assortatively,2020-11-26T18:55:35Z,66,4394.35294117647,61.55
43777,66,6709.5,74.5,3,1,13,assortatively,2020-11-26T18:57:32Z,58.5,4394.35294117647,61.27272727272727
43777,82,5088,64,3,0,14,assortatively,2020-11-26T18:59:37Z,74.5,4394.35294117647,62.375
43777,78,5930,69,3,1,16,assortatively,2020-11-26T19:03:28Z,99,4394.35294117647,65.1923076923077
43777,78,7146,77,3,1,17,assortatively,2020-11-26T19:05:23Z,69,4394.35294117647,65.46428571428571
43777,60,6915.5,76.5,3,1,18,assortatively,2020-11-26T19:07:35Z,77,4394.35294117647,66.23333333333333
43777,54,2461.5,57.5,3,0,19,assortatively,2020-11-26T19:09:34Z,76.5,4394.35294117647,66.875
43777,70,1600,50,3,0,20,assortatively,2020-11-26T19:11:41Z,57.5,4394.35294117647,66.32352941176471
44172,68,4463.5,62.5,3,4,3,randomly,2020-11-26T18:38:37Z,75,4215.138888888889,75
44172,57,5043.5,67.5,3,1,4,randomly,2020-11-26T18:39:38Z,62.5,4215.138888888889,68.75
44172,60,4650,65,3,1,5,randomly,2020-11-26T18:41:49Z,67.5,4215.138888888889,68.33333333333333
44172,65,3775,60,3,3,6,randomly,2020-11-26T18:43:32Z,65,4215.138888888889,67.5
44172,78,7213.5,77.5,3,4,7,randomly,2020-11-26T18:45:26Z,60,4215.138888888889,66
44172,88,3426,55,3,3,8,randomly,2020-11-26T18:47:28Z,77.5,4215.138888888889,67.91666666666667
44172,86,7061.5,77.5,3,1,9,randomly,2020-11-26T18:49:53Z,55,4215.138888888889,66.07142857142857
44172,67,1411,50,3,4,10,randomly,2020-11-26T18:52:25Z,77.5,4215.138888888889,67.5
44172,87,5353.5,65.5,3,1,11,randomly,2020-11-26T18:53:20Z,50,4215.138888888889,65.55555555555556
44172,66,2130,53,3,1,12,randomly,2020-11-26T18:56:56Z,65.5,4215.138888888889,65.55
44172,50,737.5,52.5,3,2,13,randomly,2020-11-26T18:57:48Z,53,4215.138888888889,64.4090909090909
44172,78,5226,65,3,1,14,randomly,2020-11-26T18:59:30Z,52.5,4215.138888888889,63.416666666666664
44172,59,2309.5,55.5,3,1,15,randomly,2020-11-26T19:01:37Z,65,4215.138888888889,63.53846153846154
44172,60,5700,70,3,2,16,randomly,2020-11-26T19:03:32Z,55.5,4215.138888888889,62.964285714285715
44172,97,4267.5,59.5,3,0,17,randomly,2020-11-26T19:05:25Z,70,4215.138888888889,63.43333333333333
44172,98,3280,54,3,1,18,randomly,2020-11-26T19:07:26Z,59.5,4215.138888888889,63.1875
44172,99,3901.5,57.5,3,0,19,randomly,2020-11-26T19:10:02Z,54,4215.138888888889,62.64705882352941
44172,77,5923,69,3,0,20,randomly,2020-11-26T19:11:35Z,57.5,4215.138888888889,62.361111111111114
45360,90,4400,60,3,3,3,randomly,2020-11-26T18:37:22Z,64,2898.6470588235293,64
45360,50,0,50,3,4,4,randomly,2020-11-26T18:39:43Z,60,2898.6470588235293,62
45360,80,3139.5,54.5,3,0,5,randomly,2020-11-26T18:41:38Z,50,2898.6470588235293,58
45360,55,5155.5,68.5,3,2,6,randomly,2020-11-26T18:43:41Z,54.5,2898.6470588235293,57.125
45360,54,4314,65,3,3,7,randomly,2020-11-26T18:45:31Z,68.5,2898.6470588235293,59.4
45360,54,4992,68,3,0,8,randomly,2020-11-26T18:47:36Z,65,2898.6470588235293,60.333333333333336
45360,60,1452,52,3,3,9,randomly,2020-11-26T18:49:34Z,68,2898.6470588235293,61.42857142857143
45360,55,3787.5,62.5,3,0,11,randomly,2020-11-26T18:53:47Z,55,2898.6470588235293,60.625
45360,60,1988,54,3,0,12,randomly,2020-11-26T18:55:29Z,62.5,2898.6470588235293,60.833333333333336
45360,55,475,50,3,2,13,randomly,2020-11-26T18:57:36Z,54,2898.6470588235293,60.15
45360,60,900,50,3,3,14,randomly,2020-11-26T18:59:39Z,50,2898.6470588235293,59.22727272727273
45360,55,5263,69,3,3,15,randomly,2020-11-26T19:01:42Z,50,2898.6470588235293,58.458333333333336
45360,55,1187.5,52.5,3,1,16,randomly,2020-11-26T19:03:32Z,69,2898.6470588235293,59.26923076923077
45360,58,1433.5,52.5,3,3,17,randomly,2020-11-26T19:05:31Z,52.5,2898.6470588235293,58.785714285714285
45360,60,2887.5,57.5,3,2,18,randomly,2020-11-26T19:07:34Z,52.5,2898.6470588235293,58.36666666666667
45360,60,7002,77,3,0,19,randomly,2020-11-26T19:09:39Z,57.5,2898.6470588235293,58.3125
45360,60,900,50,3,3,20,randomly,2020-11-26T19:11:31Z,77,2898.6470588235293,59.411764705882355
48856,70,5050,65,3,1,3,assortatively,2020-11-26T18:37:35Z,63,4753.9921875,63
48856,65,5969.5,70.5,3,2,4,assortatively,2020-11-26T18:39:36Z,65,4753.9921875,64
48856,65,6427,73,3,1,5,assortatively,2020-11-26T18:41:27Z,70.5,4753.9921875,66.16666666666667
48856,66,3241.5,57.5,3,1,6,assortatively,2020-11-26T18:43:25Z,73,4753.9921875,67.875
48856,62,4193.5,62.5,3,1,7,assortatively,2020-11-26T18:46:12Z,57.5,4753.9921875,65.8
48856,59,3559.5,60.5,3,1,8,assortatively,2020-11-26T18:47:25Z,62.5,4753.9921875,65.25
48856,55,2407,57,3,1,9,assortatively,2020-11-26T18:49:30Z,60.5,4753.9921875,64.57142857142857
48856,75,3415.5,56.5,3,0,11,assortatively,2020-11-26T18:53:25Z,80,4753.9921875,66.5
48856,75,6487.5,72.5,3,0,13,assortatively,2020-11-26T18:57:35Z,90,4753.9921875,69.11111111111111
48856,70,8065.5,83.5,3,1,14,assortatively,2020-11-26T18:59:22Z,72.5,4753.9921875,69.45
48856,69,7455,79,3,0,15,assortatively,2020-11-26T19:01:28Z,83.5,4753.9921875,70.72727272727273
48856,65,4447,63,3,0,16,assortatively,2020-11-26T19:03:39Z,79,4753.9921875,71.41666666666667
48856,60,5343.875,68.25,3,0,17,assortatively,2020-11-26T19:05:20Z,63,4753.9921875,70.76923076923077
48856,60,5082,67,3,0,18,assortatively,2020-11-26T19:07:27Z,68.25,4753.9921875,70.58928571428571
48856,60,2119.5,54.5,3,0,19,assortatively,2020-11-26T19:09:27Z,67,4753.9921875,70.35
48856,50,2800,60,3,0,20,assortatively,2020-11-26T19:11:24Z,54.5,4753.9921875,69.359375
50284,75,2813.71875,53.875,3,2,3,not,2020-11-26T18:38:08Z,63.625,1662.607638888889,63.625
50284,50,482.21875,51.625,3,2,4,not,2020-11-26T18:40:12Z,53.875,1662.607638888889,58.75
50284,50,445.5,51.5,3,2,5,not,2020-11-26T18:41:30Z,51.625,1662.607638888889,56.375
50284,50,334.96875,51.125,3,2,6,not,2020-11-26T18:43:36Z,51.5,1662.607638888889,55.15625
50284,50,6665.96875,77.125,3,2,7,not,2020-11-26T18:45:29Z,51.125,1662.607638888889,54.35
50284,51,687,52,3,2,8,not,2020-11-26T18:47:33Z,77.125,1662.607638888889,58.145833333333336
50284,50,737.5,52.5,3,2,9,not,2020-11-26T18:49:49Z,52,1662.607638888889,57.267857142857146
50284,50,773.71875,52.625,3,2,10,not,2020-11-26T18:51:55Z,52.5,1662.607638888889,56.671875
50284,50,3121.875,61.25,3,2,11,not,2020-11-26T18:53:29Z,52.625,1662.607638888889,56.22222222222222
50284,51,1849.21875,56.125,3,2,12,not,2020-11-26T18:55:43Z,61.25,1662.607638888889,56.725
50284,50,1238.875,54.25,3,2,13,not,2020-11-26T18:57:46Z,56.125,1662.607638888889,56.67045454545455
50284,50,1728,56,3,2,14,not,2020-11-26T18:59:21Z,54.25,1662.607638888889,56.46875
50284,50,1865.5,56.5,3,2,15,not,2020-11-26T19:01:37Z,56,1662.607638888889,56.43269230769231
50284,50,149.5,50.5,3,2,16,not,2020-11-26T19:03:48Z,56.5,1662.607638888889,56.4375
50284,50,1899.71875,56.625,3,2,17,not,2020-11-26T19:05:29Z,50.5,1662.607638888889,56.041666666666664
50284,51,1504.21875,54.875,3,2,18,not,2020-11-26T19:08:07Z,56.625,1662.607638888889,56.078125
50284,51,1711.96875,55.625,3,2,19,not,2020-11-26T19:09:54Z,54.875,1662.607638888889,56.00735294117647
50284,51,1917.46875,56.375,3,2,20,not,2020-11-26T19:11:35Z,55.625,1662.607638888889,55.986111111111114
50525,56,5831.5,71.5,3,3,3,not,2020-11-26T18:37:34Z,83,5467.777777777777,83
50525,57,4715,66,3,3,4,not,2020-11-26T18:39:24Z,71.5,5467.777777777777,77.25
50525,58,4877.5,66.5,3,3,5,not,2020-11-26T18:41:48Z,66,5467.777777777777,73.5
50525,59,5035,67,3,3,6,not,2020-11-26T18:43:22Z,66.5,5467.777777777777,71.75
50525,60,7962,83,3,3,7,not,2020-11-26T18:45:21Z,67,5467.777777777777,70.8
50525,61,5127,67,3,3,8,not,2020-11-26T18:47:47Z,83,5467.777777777777,72.83333333333333
50525,61,5437.5,68.5,3,3,9,not,2020-11-26T18:50:57Z,67,5467.777777777777,72
50525,62,5273.5,67.5,3,3,10,not,2020-11-26T18:51:17Z,68.5,5467.777777777777,71.5625
50525,63,5313.5,67.5,3,3,11,not,2020-11-26T18:53:25Z,67.5,5467.777777777777,71.11111111111111
50525,63,5313.5,67.5,3,3,12,not,2020-11-26T18:55:27Z,67.5,5467.777777777777,70.75
50525,64,5351.5,67.5,3,3,13,not,2020-11-26T18:57:22Z,67.5,5467.777777777777,70.45454545454545
50525,65,5387.5,67.5,3,3,14,not,2020-11-26T18:59:24Z,67.5,5467.777777777777,70.20833333333333
50525,66,5421.5,67.5,3,3,15,not,2020-11-26T19:01:20Z,67.5,5467.777777777777,70
50525,65,5387.5,67.5,3,3,16,not,2020-11-26T19:03:34Z,67.5,5467.777777777777,69.82142857142857
50525,67,5453.5,67.5,3,3,17,not,2020-11-26T19:05:25Z,67.5,5467.777777777777,69.66666666666667
50525,68,5483.5,67.5,3,3,18,not,2020-11-26T19:07:35Z,67.5,5467.777777777777,69.53125
50525,69,5511.5,67.5,3,3,19,not,2020-11-26T19:10:16Z,67.5,5467.777777777777,69.41176470588235
50525,70,5537.5,67.5,3,3,20,not,2020-11-26T19:11:28Z,67.5,5467.777777777777,69.30555555555556
52121,55,3787.5,62.5,3,0,3,randomly,2020-11-26T18:37:29Z,60,3356.205882352941,60
52121,52,2956,60,3,2,4,randomly,2020-11-26T18:39:31Z,62.5,3356.205882352941,61.25
52121,55,4827,67,3,0,5,randomly,2020-11-26T18:41:31Z,60,3356.205882352941,60.833333333333336
52121,57,5043.5,67.5,3,2,6,randomly,2020-11-26T18:43:34Z,67,3356.205882352941,62.375
52121,60,3500,60,3,2,7,randomly,2020-11-26T18:45:31Z,67.5,3356.205882352941,63.4
52121,60,4315.5,63.5,3,4,8,randomly,2020-11-26T18:47:41Z,60,3356.205882352941,62.833333333333336
52121,57,1353.5,52.5,3,2,9,randomly,2020-11-26T18:50:15Z,63.5,3356.205882352941,62.92857142857143
52121,58,7290,79,3,2,11,randomly,2020-11-26T18:53:23Z,80,3356.205882352941,65.0625
52121,58,2106,55,3,0,12,randomly,2020-11-26T18:55:47Z,79,3356.205882352941,66.61111111111111
52121,55,905.5,51.5,3,0,13,randomly,2020-11-26T18:57:16Z,55,3356.205882352941,65.45
52121,59,2947,58,3,2,14,randomly,2020-11-26T18:59:41Z,51.5,3356.205882352941,64.18181818181819
52121,60,2250,55,3,1,15,randomly,2020-11-26T19:01:54Z,58,3356.205882352941,63.666666666666664
52121,60,1722,53,3,3,16,randomly,2020-11-26T19:03:32Z,55,3356.205882352941,63
52121,60,5187.5,67.5,3,1,17,randomly,2020-11-26T19:06:01Z,53,3356.205882352941,62.285714285714285
52121,60,6282,73,3,3,18,randomly,2020-11-26T19:08:12Z,67.5,3356.205882352941,62.63333333333333
52121,55,1875,55,3,1,19,randomly,2020-11-26T19:09:49Z,73,3356.205882352941,63.28125
52121,56,707.5,50.5,3,2,20,randomly,2020-11-26T19:11:57Z,55,3356.205882352941,62.794117647058826
53861,77,4435,61,3,3,3,not,2020-11-26T18:37:32Z,60.5,4920.444444444444,60.5
53861,66,4161.5,61.5,3,3,4,not,2020-11-26T18:39:59Z,61,4920.444444444444,60.75
53861,67,4315,62,3,3,5,not,2020-11-26T18:41:33Z,61.5,4920.444444444444,61
53861,68,4463.5,62.5,3,3,6,not,2020-11-26T18:43:38Z,62,4920.444444444444,61.25
53861,100,4762,63,3,3,7,not,2020-11-26T18:45:20Z,62.5,4920.444444444444,61.5
53861,68,4675.5,63.5,3,3,8,not,2020-11-26T18:47:30Z,63,4920.444444444444,61.75
53861,71,4777.5,63.5,3,3,9,not,2020-11-26T18:49:30Z,63.5,4920.444444444444,62
53861,69,4815,64,3,3,10,not,2020-11-26T18:51:22Z,63.5,4920.444444444444,62.1875
53861,69,4917.5,64.5,3,3,11,not,2020-11-26T18:53:21Z,64,4920.444444444444,62.388888888888886
53861,69,4917.5,64.5,3,3,12,not,2020-11-26T18:55:49Z,64.5,4920.444444444444,62.6
53861,69,5019,65,3,3,13,not,2020-11-26T18:57:51Z,64.5,4920.444444444444,62.77272727272727
53861,69,5119.5,65.5,3,3,14,not,2020-11-26T18:59:27Z,65,4920.444444444444,62.958333333333336
53861,69,5219,66,3,3,15,not,2020-11-26T19:01:32Z,65.5,4920.444444444444,63.15384615384615
53861,69,5119.5,65.5,3,3,16,not,2020-11-26T19:03:39Z,66,4920.444444444444,63.357142857142854
53861,69,5317.5,66.5,3,3,17,not,2020-11-26T19:06:06Z,65.5,4920.444444444444,63.5
53861,69,5415,67,3,3,18,not,2020-11-26T19:07:26Z,66.5,4920.444444444444,63.6875
53861,69,5511.5,67.5,3,3,19,not,2020-11-26T19:09:38Z,67,4920.444444444444,63.88235294117647
53861,69,5607,68,3,3,20,not,2020-11-26T19:11:28Z,67.5,4920.444444444444,64.08333333333333
59635,66,5221.5,66.5,3,3,3,not,2020-11-26T18:37:34Z,77.5,5282.277777777777,77.5
59635,66,4161.5,61.5,3,3,4,not,2020-11-26T18:39:16Z,66.5,5282.277777777777,72
59635,66,4381.5,62.5,3,3,5,not,2020-11-26T18:41:21Z,61.5,5282.277777777777,68.5
59635,66,4597.5,63.5,3,3,6,not,2020-11-26T18:43:25Z,62.5,5282.277777777777,67
59635,66,7584,80,3,3,7,not,2020-11-26T18:45:26Z,63.5,5282.277777777777,66.3
59635,66,4809.5,64.5,3,3,8,not,2020-11-26T18:47:22Z,80,5282.277777777777,68.58333333333333
59635,66,5120,66,3,3,9,not,2020-11-26T18:50:29Z,64.5,5282.277777777777,68
59635,66,5017.5,65.5,3,3,10,not,2020-11-26T18:51:41Z,66,5282.277777777777,67.75
59635,66,5120,66,3,3,11,not,2020-11-26T18:53:23Z,65.5,5282.277777777777,67.5
59635,66,5120,66,3,3,12,not,2020-11-26T18:55:36Z,66,5282.277777777777,67.35
59635,66,5221.5,66.5,3,3,13,not,2020-11-26T18:57:50Z,66,5282.277777777777,67.22727272727273
59635,66,5322,67,3,3,14,not,2020-11-26T18:59:23Z,66.5,5282.277777777777,67.16666666666667
59635,66,5421.5,67.5,3,3,15,not,2020-11-26T19:01:36Z,67,5282.277777777777,67.15384615384616
59635,66,5322,67,3,3,16,not,2020-11-26T19:03:20Z,67.5,5282.277777777777,67.17857142857143
59635,66,5520,68,3,3,17,not,2020-11-26T19:05:35Z,67,5282.277777777777,67.16666666666667
59635,66,5617.5,68.5,3,3,18,not,2020-11-26T19:07:59Z,68,5282.277777777777,67.21875
59635,66,5714,69,3,3,19,not,2020-11-26T19:10:27Z,68.5,5282.277777777777,67.29411764705883
59635,66,5809.5,69.5,3,3,20,not,2020-11-26T19:11:23Z,69,5282.277777777777,67.38888888888889
64650,55,5263,69,3,4,3,randomly,2020-11-26T18:37:39Z,61.5,3568.6470588235293,61.5
64650,60,7087.5,77.5,3,3,4,randomly,2020-11-26T18:39:47Z,69,3568.6470588235293,65.25
64650,60,4650,65,3,1,5,randomly,2020-11-26T18:41:43Z,77.5,3568.6470588235293,69.33333333333333
64650,55,6937.5,77.5,3,4,6,randomly,2020-11-26T18:43:30Z,65,3568.6470588235293,68.25
64650,60,3972,62,3,3,7,randomly,2020-11-26T18:45:55Z,77.5,3568.6470588235293,70.1
64650,70,4537.5,62.5,3,2,8,randomly,2020-11-26T18:47:35Z,62,3568.6470588235293,68.75
64650,65,2195.5,53.5,3,0,9,randomly,2020-11-26T18:49:36Z,62.5,3568.6470588235293,67.85714285714286
64650,60,900,50,3,3,11,randomly,2020-11-26T18:53:45Z,55,3568.6470588235293,66.25
64650,55,763,51,3,3,12,randomly,2020-11-26T18:55:35Z,50,3568.6470588235293,64.44444444444444
64650,50,737.5,52.5,3,2,13,randomly,2020-11-26T18:57:23Z,51,3568.6470588235293,63.1
64650,60,3258,59,3,0,14,randomly,2020-11-26T18:59:46Z,52.5,3568.6470588235293,62.13636363636363
64650,70,3552,58,3,0,15,randomly,2020-11-26T19:01:33Z,59,3568.6470588235293,61.875
64650,65,1937.5,52.5,3,0,16,randomly,2020-11-26T19:03:22Z,58,3568.6470588235293,61.57692307692308
64650,55,1603,54,3,3,17,randomly,2020-11-26T19:05:35Z,52.5,3568.6470588235293,60.92857142857143
64650,58,6400,74,3,1,18,randomly,2020-11-26T19:07:35Z,54,3568.6470588235293,60.46666666666667
64650,50,3685.5,63.5,3,2,19,randomly,2020-11-26T19:10:01Z,74,3568.6470588235293,61.3125
64650,65,3187.5,57.5,3,1,20,randomly,2020-11-26T19:11:32Z,63.5,3568.6470588235293,61.44117647058823
69867,70,4325.5,61.5,3,4,3,randomly,2020-11-26T18:38:23Z,60,3689.0555555555557,60
69867,50,0,50,3,4,4,randomly,2020-11-26T18:40:04Z,61.5,3689.0555555555557,60.75
69867,66,6794,75,3,4,5,randomly,2020-11-26T18:41:47Z,50,3689.0555555555557,57.166666666666664
69867,55,4375,65,3,3,6,randomly,2020-11-26T18:43:55Z,75,3689.0555555555557,61.625
69867,60,3500,60,3,2,7,randomly,2020-11-26T18:45:45Z,65,3689.0555555555557,62.3
69867,50,5737.5,72.5,3,2,8,randomly,2020-11-26T18:48:13Z,60,3689.0555555555557,61.916666666666664
69867,50,3058,61,3,0,9,randomly,2020-11-26T18:49:41Z,72.5,3689.0555555555557,63.42857142857143
69867,50,4169.5,65.5,3,0,10,randomly,2020-11-26T18:51:22Z,61,3689.0555555555557,63.125
69867,50,4050,65,3,0,11,randomly,2020-11-26T18:53:49Z,65.5,3689.0555555555557,63.388888888888886
69867,50,1025.5,53.5,3,3,12,randomly,2020-11-26T18:55:30Z,65,3689.0555555555557,63.55
69867,50,6250,75,3,3,13,randomly,2020-11-26T18:57:28Z,53.5,3689.0555555555557,62.63636363636363
69867,50,7018,79,3,1,14,randomly,2020-11-26T18:59:59Z,75,3689.0555555555557,63.666666666666664
69867,60,4202,63,3,0,15,randomly,2020-11-26T19:01:25Z,79,3689.0555555555557,64.84615384615384
69867,55,1187.5,52.5,3,1,16,randomly,2020-11-26T19:03:27Z,63,3689.0555555555557,64.71428571428571
69867,50,2137.5,57.5,3,2,17,randomly,2020-11-26T19:05:30Z,52.5,3689.0555555555557,63.9
69867,50,3437.5,62.5,3,2,18,randomly,2020-11-26T19:07:27Z,57.5,3689.0555555555557,63.5
69867,50,3685.5,63.5,3,2,19,randomly,2020-11-26T19:09:39Z,62.5,3689.0555555555557,63.44117647058823
69867,50,1450,55,3,3,20,randomly,2020-11-26T19:11:25Z,63.5,3689.0555555555557,63.44444444444444
82346,65,6337.5,72.5,3,3,3,randomly,2020-11-26T18:37:55Z,52.5,4350.5,52.5
82346,100,2987.5,52.5,3,0,4,randomly,2020-11-26T18:40:40Z,72.5,4350.5,62.5
82346,98,5776,70,3,2,5,randomly,2020-11-26T18:42:18Z,52.5,4350.5,59.166666666666664
82346,98,2496,50,3,1,6,randomly,2020-11-26T18:43:50Z,70,4350.5,61.875
82346,99,5355,67,3,4,7,randomly,2020-11-26T18:45:22Z,50,4350.5,59.5
82346,77,3151,55,3,4,8,randomly,2020-11-26T18:47:56Z,67,4350.5,60.75
95375,55,3049.5,59.5,3,0,3,assortatively,2020-11-26T18:37:54Z,65,4678.402777777777,65
95375,55,4375,65,3,0,4,assortatively,2020-11-26T18:39:42Z,59.5,4678.402777777777,62.25
95375,55,4259.5,64.5,3,0,5,assortatively,2020-11-26T18:41:36Z,65,4678.402777777777,63.166666666666664
95375,58,5093.5,67.5,3,0,6,assortatively,2020-11-26T18:43:36Z,64.5,4678.402777777777,63.5
95375,58,3856,62,3,0,7,assortatively,2020-11-26T18:45:28Z,67.5,4678.402777777777,64.3
95375,57,2683.5,57.5,3,0,8,assortatively,2020-11-26T18:47:36Z,62,4678.402777777777,63.916666666666664
95375,56,1819.5,54.5,3,0,9,assortatively,2020-11-26T18:49:28Z,57.5,4678.402777777777,63
95375,55,1739.5,54.5,3,1,10,assortatively,2020-11-26T18:52:03Z,54.5,4678.402777777777,61.9375
95375,51,3511.5,62.5,3,1,11,assortatively,2020-11-26T18:53:43Z,54.5,4678.402777777777,61.111111111111114
95375,52,5946,73,3,0,12,assortatively,2020-11-26T18:55:35Z,62.5,4678.402777777777,61.25
95375,55,7787.5,82.5,3,0,13,assortatively,2020-11-26T18:57:39Z,73,4678.402777777777,62.31818181818182
95375,58,6768,76,3,0,14,assortatively,2020-11-26T18:59:42Z,82.5,4678.402777777777,64
95375,60,8035.5,83.5,3,0,15,assortatively,2020-11-26T19:01:30Z,76,4678.402777777777,64.92307692307692
95375,61,4699,65,3,0,16,assortatively,2020-11-26T19:03:41Z,83.5,4678.402777777777,66.25
95375,61.5,5252.75,67.5,3,0,17,assortatively,2020-11-26T19:05:40Z,65,4678.402777777777,66.16666666666667
95375,62,4960,66,3,0,18,assortatively,2020-11-26T19:07:56Z,67.5,4678.402777777777,66.25
95375,60,5187.5,67.5,3,1,19,assortatively,2020-11-26T19:09:39Z,66,4678.402777777777,66.23529411764706
95375,60,5187.5,67.5,3,1,20,assortatively,2020-11-26T19:11:27Z,67.5,4678.402777777777,66.30555555555556
95462,50,4050,65,3,0,3,randomly,2020-11-26T18:37:40Z,51.5,3358.0555555555557,51.5
95462,50,3058,61,3,2,4,randomly,2020-11-26T18:39:32Z,65,3358.0555555555557,58.25
95462,50,5418,71,3,3,5,randomly,2020-11-26T18:41:26Z,61,3358.0555555555557,59.166666666666664
95462,50,6048,74,3,1,6,randomly,2020-11-26T18:43:23Z,71,3358.0555555555557,62.125
95462,50,6545.5,76.5,3,0,7,randomly,2020-11-26T18:45:38Z,74,3358.0555555555557,64.5
95462,50,4865.5,68.5,3,4,8,randomly,2020-11-26T18:47:36Z,76.5,3358.0555555555557,66.5
95462,50,1728,56,3,2,9,randomly,2020-11-26T18:49:27Z,68.5,3358.0555555555557,66.78571428571429
95462,50,2405.5,58.5,3,4,10,randomly,2020-11-26T18:51:36Z,56,3358.0555555555557,65.4375
95462,50,1450,55,3,3,11,randomly,2020-11-26T18:53:19Z,58.5,3358.0555555555557,64.66666666666667
95462,50,2538,59,3,0,12,randomly,2020-11-26T18:55:20Z,55,3358.0555555555557,63.7
95462,50,1168,54,3,0,13,randomly,2020-11-26T18:57:28Z,59,3358.0555555555557,63.27272727272727
95462,50,3808,64,3,0,14,randomly,2020-11-26T18:59:23Z,54,3358.0555555555557,62.5
95462,50,1728,56,3,2,15,randomly,2020-11-26T19:01:24Z,64,3358.0555555555557,62.61538461538461
95462,50,1450,55,3,1,16,randomly,2020-11-26T19:03:29Z,56,3358.0555555555557,62.142857142857146
95462,50,2137.5,57.5,3,2,17,randomly,2020-11-26T19:05:20Z,55,3358.0555555555557,61.666666666666664
95462,50,2272,58,3,0,18,randomly,2020-11-26T19:07:23Z,57.5,3358.0555555555557,61.40625
95462,50,2137.5,57.5,3,1,19,randomly,2020-11-26T19:09:24Z,58,3358.0555555555557,61.205882352941174
95462,50,7637.5,82.5,3,0,20,randomly,2020-11-26T19:11:25Z,57.5,3358.0555555555557,61
